 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
22,591,2,1,8,2,6,2,4,2.828427125,2,2,2,0,16920.47377,5076.142132,295.5,260.9224023,480,111,591,591,0,591,591,0,0,0,0,0,0,0,0,0,44,24,3384.094755,1692.047377,2,6,3,2,4,0,0,0,1,0,0,0,0,0,4,4,2,44,0,0,0,0,0,0,2,8,1,2,1024,29200,1,20,0,0,0,0,0,0,0,0,PortScan
21,593,2,1,8,2,6,2,4,2.828427125,2,2,2,0,16863.40641,5059.021922,296.5,327.3904397,528,65,593,593,0,593,593,0,0,0,0,0,0,0,0,0,44,24,3372.681282,1686.340641,2,6,3,2,4,0,0,0,1,0,0,0,0,0,4,4,2,44,0,0,0,0,0,0,2,8,1,2,1024,29200,1,20,0,0,0,0,0,0,0,0,PortScan
443,94,1,1,2,6,2,2,2,0,6,6,6,0,85106.38298,21276.59574,94,0,94,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,10638.29787,10638.29787,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
443,97,1,1,2,6,2,2,2,0,6,6,6,0,82474.2268,20618.5567,97,0,97,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,10309.27835,10309.27835,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
444,124,1,1,2,6,2,2,2,0,6,6,6,0,64516.12903,16129.03226,124,0,124,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,8064.516129,8064.516129,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
443,89,1,1,2,6,2,2,2,0,6,6,6,0,89887.64045,22471.91011,89,0,89,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,11235.95506,11235.95506,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
80,818,2,1,8,2,6,2,4,2.828427125,2,2,2,0,12224.93888,3667.481663,409,444.0630586,723,95,818,818,0,818,818,0,0,0,0,0,0,0,0,0,44,24,2444.987775,1222.493888,2,6,3,2,4,0,0,0,1,0,0,0,0,0,4,4,2,44,0,0,0,0,0,0,2,8,1,2,1024,29200,1,20,0,0,0,0,0,0,0,0,PortScan
444,121,1,1,2,6,2,2,2,0,6,6,6,0,66115.70248,16528.92562,121,0,121,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,8264.46281,8264.46281,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
443,71,1,1,2,6,2,2,2,0,6,6,6,0,112676.0563,28169.01408,71,0,71,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,14084.50704,14084.50704,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
22,625,2,1,8,2,6,2,4,2.828427125,2,2,2,0,16000,4800,312.5,249.6086938,489,136,625,625,0,625,625,0,0,0,0,0,0,0,0,0,44,24,3200,1600,2,6,3,2,4,0,0,0,1,0,0,0,0,0,4,4,2,44,0,0,0,0,0,0,2,8,1,2,1024,29200,1,20,0,0,0,0,0,0,0,0,PortScan
21,648,2,1,8,2,6,2,4,2.828427125,2,2,2,0,15432.09877,4629.62963,324,360.6244584,579,69,648,648,0,648,648,0,0,0,0,0,0,0,0,0,44,24,3086.419753,1543.209877,2,6,3,2,4,0,0,0,1,0,0,0,0,0,4,4,2,44,0,0,0,0,0,0,2,8,1,2,1024,29200,1,20,0,0,0,0,0,0,0,0,PortScan
22,699,2,1,8,2,6,2,4,2.828427125,2,2,2,0,14306.15165,4291.845494,349.5,318.9051583,575,124,699,699,0,699,699,0,0,0,0,0,0,0,0,0,44,24,2861.230329,1430.615165,2,6,3,2,4,0,0,0,1,0,0,0,0,0,4,4,2,44,0,0,0,0,0,0,2,8,1,2,1024,29200,1,20,0,0,0,0,0,0,0,0,PortScan
21,740,2,1,8,2,6,2,4,2.828427125,2,2,2,0,13513.51351,4054.054054,370,292.7422074,577,163,740,740,0,740,740,0,0,0,0,0,0,0,0,0,44,24,2702.702703,1351.351351,2,6,3,2,4,0,0,0,1,0,0,0,0,0,4,4,2,44,0,0,0,0,0,0,2,8,1,2,1024,29200,1,20,0,0,0,0,0,0,0,0,PortScan
80,598,2,1,8,2,6,2,4,2.828427125,2,2,2,0,16722.40803,5016.722408,299,244.6589463,472,126,598,598,0,598,598,0,0,0,0,0,0,0,0,0,44,24,3344.481605,1672.240803,2,6,3,2,4,0,0,0,1,0,0,0,0,0,4,4,2,44,0,0,0,0,0,0,2,8,1,2,1024,29200,1,20,0,0,0,0,0,0,0,0,PortScan
443,54,1,1,2,6,2,2,2,0,6,6,6,0,148148.1481,37037.03704,54,0,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,18518.51852,18518.51852,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
444,125,1,1,2,6,2,2,2,0,6,6,6,0,64000,16000,125,0,125,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,8000,8000,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
443,83,1,1,2,6,2,2,2,0,6,6,6,0,96385.54217,24096.38554,83,0,83,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,12048.19277,12048.19277,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
22,673,2,1,8,2,6,2,4,2.828427125,2,2,2,0,14858.84101,4457.652303,336.5,357.0889245,589,84,673,673,0,673,673,0,0,0,0,0,0,0,0,0,44,24,2971.768202,1485.884101,2,6,3,2,4,0,0,0,1,0,0,0,0,0,4,4,2,44,0,0,0,0,0,0,2,8,1,2,1024,29200,1,20,0,0,0,0,0,0,0,0,PortScan
21,653,2,1,8,2,6,2,4,2.828427125,2,2,2,0,15313.93568,4594.180704,326.5,306.1772363,543,110,653,653,0,653,653,0,0,0,0,0,0,0,0,0,44,24,3062.787136,1531.393568,2,6,3,2,4,0,0,0,1,0,0,0,0,0,4,4,2,44,0,0,0,0,0,0,2,8,1,2,1024,29200,1,20,0,0,0,0,0,0,0,0,PortScan
80,665,2,1,8,2,6,2,4,2.828427125,2,2,2,0,15037.59398,4511.278195,332.5,290.6208871,538,127,665,665,0,665,665,0,0,0,0,0,0,0,0,0,44,24,3007.518797,1503.759398,2,6,3,2,4,0,0,0,1,0,0,0,0,0,4,4,2,44,0,0,0,0,0,0,2,8,1,2,1024,29200,1,20,0,0,0,0,0,0,0,0,PortScan
444,126,1,1,2,6,2,2,2,0,6,6,6,0,63492.06349,15873.01587,126,0,126,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,7936.507937,7936.507937,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
443,126,1,1,2,6,2,2,2,0,6,6,6,0,63492.06349,15873.01587,126,0,126,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,7936.507937,7936.507937,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
443,119,1,1,2,6,2,2,2,0,6,6,6,0,67226.89076,16806.72269,119,0,119,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,8403.361345,8403.361345,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
80,877,2,1,8,2,6,2,4,2.828427125,2,2,2,0,11402.50855,3420.752566,438.5,447.5985925,755,122,877,877,0,877,877,0,0,0,0,0,0,0,0,0,44,24,2280.50171,1140.250855,2,6,3,2,4,0,0,0,1,0,0,0,0,0,4,4,2,44,0,0,0,0,0,0,2,8,1,2,1024,29200,1,20,0,0,0,0,0,0,0,0,PortScan
21,511,2,1,8,2,6,2,4,2.828427125,2,2,2,0,19569.47162,5870.841487,255.5,222.7386361,413,98,511,511,0,511,511,0,0,0,0,0,0,0,0,0,44,24,3913.894325,1956.947162,2,6,3,2,4,0,0,0,1,0,0,0,0,0,4,4,2,44,0,0,0,0,0,0,2,8,1,2,1024,29200,1,20,0,0,0,0,0,0,0,0,PortScan
22,418,2,1,8,2,6,2,4,2.828427125,2,2,2,0,23923.44498,7177.033493,209,216.374675,362,56,418,418,0,418,418,0,0,0,0,0,0,0,0,0,44,24,4784.688995,2392.344498,2,6,3,2,4,0,0,0,1,0,0,0,0,0,4,4,2,44,0,0,0,0,0,0,2,8,1,2,1024,29200,1,20,0,0,0,0,0,0,0,0,PortScan
443,94,1,1,2,6,2,2,2,0,6,6,6,0,85106.38298,21276.59574,94,0,94,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,10638.29787,10638.29787,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
444,140,1,1,2,6,2,2,2,0,6,6,6,0,57142.85714,14285.71429,140,0,140,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,7142.857143,7142.857143,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
21,779,2,1,8,2,6,2,4,2.828427125,2,2,2,0,12836.97047,3851.091142,389.5,481.539718,730,49,779,779,0,779,779,0,0,0,0,0,0,0,0,0,44,24,2567.394095,1283.697047,2,6,3,2,4,0,0,0,1,0,0,0,0,0,4,4,2,44,0,0,0,0,0,0,2,8,1,2,1024,29200,1,20,0,0,0,0,0,0,0,0,PortScan
443,20,1,1,2,6,2,2,2,0,6,6,6,0,400000,100000,20,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,50000,50000,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
22,700,2,1,8,2,6,2,4,2.828427125,2,2,2,0,14285.71429,4285.714286,350,306.884343,567,133,700,700,0,700,700,0,0,0,0,0,0,0,0,0,44,24,2857.142857,1428.571429,2,6,3,2,4,0,0,0,1,0,0,0,0,0,4,4,2,44,0,0,0,0,0,0,2,8,1,2,1024,29200,1,20,0,0,0,0,0,0,0,0,PortScan
80,700,2,1,8,2,6,2,4,2.828427125,2,2,2,0,14285.71429,4285.714286,350,371.9381669,613,87,700,700,0,700,700,0,0,0,0,0,0,0,0,0,44,24,2857.142857,1428.571429,2,6,3,2,4,0,0,0,1,0,0,0,0,0,4,4,2,44,0,0,0,0,0,0,2,8,1,2,1024,29200,1,20,0,0,0,0,0,0,0,0,PortScan
444,186,1,1,2,6,2,2,2,0,6,6,6,0,43010.75269,10752.68817,186,0,186,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,5376.344086,5376.344086,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
22,715,2,1,8,2,6,2,4,2.828427125,2,2,2,0,13986.01399,4195.804196,357.5,294.8635278,566,149,715,715,0,715,715,0,0,0,0,0,0,0,0,0,44,24,2797.202797,1398.601399,2,6,3,2,4,0,0,0,1,0,0,0,0,0,4,4,2,44,0,0,0,0,0,0,2,8,1,2,1024,29200,1,20,0,0,0,0,0,0,0,0,PortScan
21,517,2,1,8,2,6,2,4,2.828427125,2,2,2,0,19342.35977,5802.70793,258.5,352.8462838,508,9,517,517,0,517,517,0,0,0,0,0,0,0,0,0,44,24,3868.471954,1934.235977,2,6,3,2,4,0,0,0,1,0,0,0,0,0,4,4,2,44,0,0,0,0,0,0,2,8,1,2,1024,29200,1,20,0,0,0,0,0,0,0,0,PortScan
80,599,2,1,8,2,6,2,4,2.828427125,2,2,2,0,16694.49082,5008.347245,299.5,398.1011178,581,18,599,599,0,599,599,0,0,0,0,0,0,0,0,0,44,24,3338.898164,1669.449082,2,6,3,2,4,0,0,0,1,0,0,0,0,0,4,4,2,44,0,0,0,0,0,0,2,8,1,2,1024,29200,1,20,0,0,0,0,0,0,0,0,PortScan
443,147,1,1,2,6,2,2,2,0,6,6,6,0,54421.76871,13605.44218,147,0,147,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,6802.721088,6802.721088,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
444,111,1,1,2,6,2,2,2,0,6,6,6,0,72072.07207,18018.01802,111,0,111,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,9009.009009,9009.009009,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
80,718,2,1,8,2,6,2,4,2.828427125,2,2,2,0,13927.5766,4178.272981,359,267.2863633,548,170,718,718,0,718,718,0,0,0,0,0,0,0,0,0,44,24,2785.51532,1392.75766,2,6,3,2,4,0,0,0,1,0,0,0,0,0,4,4,2,44,0,0,0,0,0,0,2,8,1,2,1024,29200,1,20,0,0,0,0,0,0,0,0,PortScan
21,614,2,1,8,2,6,2,4,2.828427125,2,2,2,0,16286.64495,4885.993485,307,363.4528855,564,50,614,614,0,614,614,0,0,0,0,0,0,0,0,0,44,24,3257.32899,1628.664495,2,6,3,2,4,0,0,0,1,0,0,0,0,0,4,4,2,44,0,0,0,0,0,0,2,8,1,2,1024,29200,1,20,0,0,0,0,0,0,0,0,PortScan
22,506,2,1,8,2,6,2,4,2.828427125,2,2,2,0,19762.84585,5928.853755,253,287.0853532,456,50,506,506,0,506,506,0,0,0,0,0,0,0,0,0,44,24,3952.56917,1976.284585,2,6,3,2,4,0,0,0,1,0,0,0,0,0,4,4,2,44,0,0,0,0,0,0,2,8,1,2,1024,29200,1,20,0,0,0,0,0,0,0,0,PortScan
444,124,1,1,2,6,2,2,2,0,6,6,6,0,64516.12903,16129.03226,124,0,124,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,8064.516129,8064.516129,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
443,147,1,1,2,6,2,2,2,0,6,6,6,0,54421.76871,13605.44218,147,0,147,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,6802.721088,6802.721088,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
22,923,2,1,8,2,6,2,4,2.828427125,2,2,2,0,10834.23619,3250.270856,461.5,474.4686502,797,126,923,923,0,923,923,0,0,0,0,0,0,0,0,0,44,24,2166.847237,1083.423619,2,6,3,2,4,0,0,0,1,0,0,0,0,0,4,4,2,44,0,0,0,0,0,0,2,8,1,2,1024,29200,1,20,0,0,0,0,0,0,0,0,PortScan
80,707,2,1,8,2,6,2,4,2.828427125,2,2,2,0,14144.27157,4243.281471,353.5,251.0229073,531,176,707,707,0,707,707,0,0,0,0,0,0,0,0,0,44,24,2828.854314,1414.427157,2,6,3,2,4,0,0,0,1,0,0,0,0,0,4,4,2,44,0,0,0,0,0,0,2,8,1,2,1024,29200,1,20,0,0,0,0,0,0,0,0,PortScan
21,752,2,1,8,2,6,2,4,2.828427125,2,2,2,0,13297.87234,3989.361702,376,463.8620485,704,48,752,752,0,752,752,0,0,0,0,0,0,0,0,0,44,24,2659.574468,1329.787234,2,6,3,2,4,0,0,0,1,0,0,0,0,0,4,4,2,44,0,0,0,0,0,0,2,8,1,2,1024,29200,1,20,0,0,0,0,0,0,0,0,PortScan
443,127,1,1,2,6,2,2,2,0,6,6,6,0,62992.12598,15748.0315,127,0,127,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,7874.015748,7874.015748,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
444,119,1,1,2,6,2,2,2,0,6,6,6,0,67226.89076,16806.72269,119,0,119,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,8403.361345,8403.361345,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
21,799,2,1,8,2,6,2,4,2.828427125,2,2,2,0,12515.64456,3754.693367,399.5,351.4320702,648,151,799,799,0,799,799,0,0,0,0,0,0,0,0,0,44,24,2503.128911,1251.564456,2,6,3,2,4,0,0,0,1,0,0,0,0,0,4,4,2,44,0,0,0,0,0,0,2,8,1,2,1024,29200,1,20,0,0,0,0,0,0,0,0,PortScan
443,78,1,1,2,6,2,2,2,0,6,6,6,0,102564.1026,25641.02564,78,0,78,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,12820.51282,12820.51282,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
80,837,2,1,8,2,6,2,4,2.828427125,2,2,2,0,11947.4313,3584.229391,418.5,506.9955621,777,60,837,837,0,837,837,0,0,0,0,0,0,0,0,0,44,24,2389.48626,1194.74313,2,6,3,2,4,0,0,0,1,0,0,0,0,0,4,4,2,44,0,0,0,0,0,0,2,8,1,2,1024,29200,1,20,0,0,0,0,0,0,0,0,PortScan
22,689,2,1,8,2,6,2,4,2.828427125,2,2,2,0,14513.7881,4354.13643,344.5,265.1650429,532,157,689,689,0,689,689,0,0,0,0,0,0,0,0,0,44,24,2902.75762,1451.37881,2,6,3,2,4,0,0,0,1,0,0,0,0,0,4,4,2,44,0,0,0,0,0,0,2,8,1,2,1024,29200,1,20,0,0,0,0,0,0,0,0,PortScan
444,121,1,1,2,6,2,2,2,0,6,6,6,0,66115.70248,16528.92562,121,0,121,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,8264.46281,8264.46281,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5,2,6,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0,0,0,0,0,0,0,0,PortScan
80,773,2,1,8,2,6,2,4,2.828427125,2,2,2,0,12936.61061,3880.983182,386.5,480.1255044,726,47,773,773,0,773,773,0,0,0,0,0,0,0,0,0,44,24,2587.322122,1293.661061,2,6,3,2,4,0,0,0,1,0,0,0,0,0,4,4,2,44,0,0,0,0,0,0,2,8,1,2,1024,29200,1,20,0,0,0,0,0,0,0,0,PortScan
